,REF_DATE,GEO,DGUID,National Occupational Classification,Job vacancy characteristics,Statistics,VALUE,STATUS
14367231,2018-01,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,340.0,C
14378575,2018-01,Saskatchewan,2016A000247,Sales and service occupations [6],Full-time,Job vacancies,1745.0,C
14378578,2018-01,Saskatchewan,2016A000247,Sales and service occupations [6],Part-time,Job vacancies,1550.0,D
14388132,2018-01,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1485.0,B
14405003,2018-01,Saskatchewan,2016A000247,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,200.0,C
14415384,2018-01,Alberta,2016A000248,Management occupations [0],Full-time,Job vacancies,2510.0,C
14423845,2018-01,Alberta,2016A000248,"Business, finance and administration occupations [1]",Full-time,Job vacancies,4550.0,B
14423848,2018-01,Alberta,2016A000248,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1100.0,D
14432424,2018-01,Alberta,2016A000248,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,2765.0,B
14441815,2018-01,Alberta,2016A000248,Health occupations [3],Full-time,Job vacancies,980.0,C
14441818,2018-01,Alberta,2016A000248,Health occupations [3],Part-time,Job vacancies,1145.0,C
14447687,2018-01,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1775.0,B
14447690,2018-01,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1055.0,D
14459160,2018-01,Alberta,2016A000248,Sales and service occupations [6],Full-time,Job vacancies,9930.0,B
14459163,2018-01,Alberta,2016A000248,Sales and service occupations [6],Part-time,Job vacancies,5720.0,B
14468794,2018-01,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,11355.0,B
14481357,2018-01,Alberta,2016A000248,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,2715.0,C
14481360,2018-01,Alberta,2016A000248,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,235.0,D
14485903,2018-01,Alberta,2016A000248,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1870.0,C
14496424,2018-01,British Columbia,2016A000259,Management occupations [0],Full-time,Job vacancies,4135.0,B
14504899,2018-01,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Full-time,Job vacancies,7485.0,B
14504902,2018-01,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1540.0,C
14513492,2018-01,British Columbia,2016A000259,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,4585.0,B
14522897,2018-01,British Columbia,2016A000259,Health occupations [3],Full-time,Job vacancies,1580.0,D
14522900,2018-01,British Columbia,2016A000259,Health occupations [3],Part-time,Job vacancies,2970.0,D
14528769,2018-01,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,2595.0,B
14528772,2018-01,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,2535.0,C
14535113,2018-01,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1185.0,C
14535116,2018-01,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,885.0,D
14540263,2018-01,British Columbia,2016A000259,Sales and service occupations [6],Full-time,Job vacancies,19745.0,B
14540266,2018-01,British Columbia,2016A000259,Sales and service occupations [6],Part-time,Job vacancies,15090.0,B
14549911,2018-01,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,17115.0,B
14549914,2018-01,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1675.0,D
14562467,2018-01,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,4930.0,D
14567027,2018-01,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,3220.0,C
14577625,2018-01,Yukon,2016A000260,Management occupations [0],Full-time,Job vacancies,15.0,D
14585757,2018-01,Yukon,2016A000260,"Business, finance and administration occupations [1]",Full-time,Job vacancies,50.0,D
14608692,2018-01,Yukon,2016A000260,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,20.0,B
14619777,2018-01,Yukon,2016A000260,Sales and service occupations [6],Full-time,Job vacancies,335.0,D
14619780,2018-01,Yukon,2016A000260,Sales and service occupations [6],Part-time,Job vacancies,95.0,D
14655802,2018-01,Northwest Territories,2016A000261,Management occupations [0],Full-time,Job vacancies,60.0,D
14672282,2018-01,Northwest Territories,2016A000261,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,40.0,D
14686908,2018-01,Northwest Territories,2016A000261,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,45.0,D
14698010,2018-01,Northwest Territories,2016A000261,Sales and service occupations [6],Full-time,Job vacancies,130.0,D
14742083,2018-01,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Full-time,Job vacancies,50.0,D
14742086,2018-01,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Part-time,Job vacancies,35.0,C
14775914,2018-01,Nunavut,2016A000262,Sales and service occupations [6],Full-time,Job vacancies,80.0,D
14785219,2018-01,Nunavut,2016A000262,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,45.0,D
14893336,2018-04,Newfoundland and Labrador,2016A000210,Management occupations [0],Full-time,Job vacancies,240.0,D
14901678,2018-04,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Full-time,Job vacancies,310.0,C
14901681,2018-04,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Part-time,Job vacancies,95.0,D
14910138,2018-04,Newfoundland and Labrador,2016A000210,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,225.0,C
14919361,2018-04,Newfoundland and Labrador,2016A000210,Health occupations [3],Full-time,Job vacancies,255.0,C
14919364,2018-04,Newfoundland and Labrador,2016A000210,Health occupations [3],Part-time,Job vacancies,460.0,B
14925166,2018-04,Newfoundland and Labrador,2016A000210,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,70.0,C
14936377,2018-04,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Full-time,Job vacancies,905.0,D
14936380,2018-04,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Part-time,Job vacancies,750.0,C
14945899,2018-04,Newfoundland and Labrador,2016A000210,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,495.0,D
14958168,2018-04,Newfoundland and Labrador,2016A000210,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,85.0,D
14962658,2018-04,Newfoundland and Labrador,2016A000210,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,70.0,D
15015229,2018-04,Prince Edward Island,2016A000211,Sales and service occupations [6],Part-time,Job vacancies,440.0,D
15024671,2018-04,Prince Edward Island,2016A000211,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,390.0,D
15051461,2018-04,Nova Scotia,2016A000212,Management occupations [0],Full-time,Job vacancies,495.0,C
15059824,2018-04,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Full-time,Job vacancies,770.0,C
15059827,2018-04,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Part-time,Job vacancies,185.0,D
15068312,2018-04,Nova Scotia,2016A000212,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,530.0,C
15077542,2018-04,Nova Scotia,2016A000212,Health occupations [3],Full-time,Job vacancies,550.0,C
15077545,2018-04,Nova Scotia,2016A000212,Health occupations [3],Part-time,Job vacancies,940.0,B
15083358,2018-04,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,465.0,C
15089632,2018-04,Nova Scotia,2016A000212,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,310.0,D
15094705,2018-04,Nova Scotia,2016A000212,Sales and service occupations [6],Full-time,Job vacancies,2675.0,B
15094708,2018-04,Nova Scotia,2016A000212,Sales and service occupations [6],Part-time,Job vacancies,1650.0,B
15104283,2018-04,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1435.0,C
15104286,2018-04,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,230.0,C
15116643,2018-04,Nova Scotia,2016A000212,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,425.0,C
15121105,2018-04,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,625.0,C
15121108,2018-04,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,115.0,D
15131521,2018-04,New Brunswick,2016A000213,Management occupations [0],Full-time,Job vacancies,315.0,D
15131524,2018-04,New Brunswick,2016A000213,Management occupations [0],Part-time,Job vacancies,10.0,D
15139877,2018-04,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Full-time,Job vacancies,760.0,B
15139880,2018-04,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Part-time,Job vacancies,110.0,D
15148379,2018-04,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,360.0,C
15148382,2018-04,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,0.0,D
15157623,2018-04,New Brunswick,2016A000213,Health occupations [3],Full-time,Job vacancies,435.0,D
15157626,2018-04,New Brunswick,2016A000213,Health occupations [3],Part-time,Job vacancies,235.0,D
15163411,2018-04,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,310.0,C
15169678,2018-04,New Brunswick,2016A000213,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,75.0,D
15174688,2018-04,New Brunswick,2016A000213,Sales and service occupations [6],Full-time,Job vacancies,2375.0,C
15174691,2018-04,New Brunswick,2016A000213,Sales and service occupations [6],Part-time,Job vacancies,1465.0,B
15184238,2018-04,New Brunswick,2016A000213,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1435.0,B
15184241,2018-04,New Brunswick,2016A000213,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,110.0,D
15196556,2018-04,New Brunswick,2016A000213,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,295.0,D
15201032,2018-04,New Brunswick,2016A000213,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1760.0,C
15211455,2018-04,Quebec,2016A000224,Management occupations [0],Full-time,Job vacancies,3840.0,A
15211458,2018-04,Quebec,2016A000224,Management occupations [0],Part-time,Job vacancies,170.0,D
15219923,2018-04,Quebec,2016A000224,"Business, finance and administration occupations [1]",Full-time,Job vacancies,11025.0,A
15219926,2018-04,Quebec,2016A000224,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1880.0,B
15228509,2018-04,Quebec,2016A000224,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,11450.0,A
15228512,2018-04,Quebec,2016A000224,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,280.0,D
15237921,2018-04,Quebec,2016A000224,Health occupations [3],Full-time,Job vacancies,4405.0,B
15237924,2018-04,Quebec,2016A000224,Health occupations [3],Part-time,Job vacancies,4515.0,B
15243800,2018-04,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,2970.0,B
15243803,2018-04,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1685.0,B
15250130,2018-04,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,2335.0,B
15250133,2018-04,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,580.0,D
15255308,2018-04,Quebec,2016A000224,Sales and service occupations [6],Full-time,Job vacancies,21185.0,A
15255311,2018-04,Quebec,2016A000224,Sales and service occupations [6],Part-time,Job vacancies,16405.0,B
15264949,2018-04,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,18165.0,A
15264952,2018-04,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,2195.0,C
15277526,2018-04,Quebec,2016A000224,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,2965.0,B
15277529,2018-04,Quebec,2016A000224,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,270.0,D
15282058,2018-04,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,9220.0,A
15282061,2018-04,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,270.0,D
15292775,2018-04,Ontario,2016A000235,Management occupations [0],Full-time,Job vacancies,10930.0,A
15292778,2018-04,Ontario,2016A000235,Management occupations [0],Part-time,Job vacancies,350.0,D
15301257,2018-04,Ontario,2016A000235,"Business, finance and administration occupations [1]",Full-time,Job vacancies,19900.0,A
15301260,2018-04,Ontario,2016A000235,"Business, finance and administration occupations [1]",Part-time,Job vacancies,3450.0,B
15309857,2018-04,Ontario,2016A000235,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,16085.0,B
15309860,2018-04,Ontario,2016A000235,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,700.0,D
15319290,2018-04,Ontario,2016A000235,Health occupations [3],Full-time,Job vacancies,4680.0,B
15319293,2018-04,Ontario,2016A000235,Health occupations [3],Part-time,Job vacancies,8390.0,B
15325162,2018-04,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,7365.0,B
15325165,2018-04,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,7240.0,D
15331506,2018-04,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,2595.0,B
15331509,2018-04,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,2010.0,C
15336677,2018-04,Ontario,2016A000235,Sales and service occupations [6],Full-time,Job vacancies,34625.0,A
15336680,2018-04,Ontario,2016A000235,Sales and service occupations [6],Part-time,Job vacancies,34235.0,A
15346339,2018-04,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,30370.0,A
15346342,2018-04,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,2690.0,B
15358923,2018-04,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,8555.0,B
15358926,2018-04,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,615.0,D
15363469,2018-04,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,10380.0,B
15363472,2018-04,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,480.0,D
15374165,2018-04,Manitoba,2016A000246,Management occupations [0],Full-time,Job vacancies,575.0,B
15374168,2018-04,Manitoba,2016A000246,Management occupations [0],Part-time,Job vacancies,15.0,D
15382542,2018-04,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Full-time,Job vacancies,1365.0,B
15382545,2018-04,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Part-time,Job vacancies,275.0,C
15391079,2018-04,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,740.0,C
15400351,2018-04,Manitoba,2016A000246,Health occupations [3],Full-time,Job vacancies,840.0,B
15400354,2018-04,Manitoba,2016A000246,Health occupations [3],Part-time,Job vacancies,1720.0,B
15406216,2018-04,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,805.0,C
15406219,2018-04,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,685.0,D
15412532,2018-04,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,225.0,D
15412535,2018-04,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,145.0,D
15417605,2018-04,Manitoba,2016A000246,Sales and service occupations [6],Full-time,Job vacancies,2020.0,B
15417608,2018-04,Manitoba,2016A000246,Sales and service occupations [6],Part-time,Job vacancies,2360.0,B
15427204,2018-04,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,2640.0,C
15427207,2018-04,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,240.0,D
15439641,2018-04,Manitoba,2016A000246,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,515.0,D
15444103,2018-04,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,580.0,B
15454652,2018-04,Saskatchewan,2016A000247,Management occupations [0],Full-time,Job vacancies,590.0,C
15463043,2018-04,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Full-time,Job vacancies,555.0,B
15463046,2018-04,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Part-time,Job vacancies,215.0,D
15471559,2018-04,Saskatchewan,2016A000247,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,480.0,C
15480810,2018-04,Saskatchewan,2016A000247,Health occupations [3],Full-time,Job vacancies,305.0,C
15480813,2018-04,Saskatchewan,2016A000247,Health occupations [3],Part-time,Job vacancies,400.0,C
15486626,2018-04,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,420.0,C
15486629,2018-04,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,295.0,D
15497952,2018-04,Saskatchewan,2016A000247,Sales and service occupations [6],Full-time,Job vacancies,2260.0,D
15497955,2018-04,Saskatchewan,2016A000247,Sales and service occupations [6],Part-time,Job vacancies,2190.0,B
15507509,2018-04,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,2085.0,C
15507512,2018-04,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,270.0,D
15519883,2018-04,Saskatchewan,2016A000247,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,510.0,D
15524380,2018-04,Saskatchewan,2016A000247,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,245.0,D
15534719,2018-04,Alberta,2016A000248,Management occupations [0],Full-time,Job vacancies,2520.0,B
15543180,2018-04,Alberta,2016A000248,"Business, finance and administration occupations [1]",Full-time,Job vacancies,4275.0,B
15543183,2018-04,Alberta,2016A000248,"Business, finance and administration occupations [1]",Part-time,Job vacancies,795.0,C
15551773,2018-04,Alberta,2016A000248,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,3160.0,B
15561129,2018-04,Alberta,2016A000248,Health occupations [3],Full-time,Job vacancies,1580.0,D
15561132,2018-04,Alberta,2016A000248,Health occupations [3],Part-time,Job vacancies,1810.0,D
15566987,2018-04,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,1990.0,B
15566990,2018-04,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1650.0,C
15573317,2018-04,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,590.0,C
15573320,2018-04,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,715.0,C
15578460,2018-04,Alberta,2016A000248,Sales and service occupations [6],Full-time,Job vacancies,11785.0,B
15578463,2018-04,Alberta,2016A000248,Sales and service occupations [6],Part-time,Job vacancies,8100.0,B
15588108,2018-04,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,13785.0,B
15588111,2018-04,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1115.0,D
15600650,2018-04,Alberta,2016A000248,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,3760.0,C
15605161,2018-04,Alberta,2016A000248,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1625.0,C
15615696,2018-04,British Columbia,2016A000259,Management occupations [0],Full-time,Job vacancies,4160.0,B
15615699,2018-04,British Columbia,2016A000259,Management occupations [0],Part-time,Job vacancies,475.0,D
15624164,2018-04,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Full-time,Job vacancies,7595.0,B
15624167,2018-04,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1975.0,C
15632736,2018-04,British Columbia,2016A000259,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,4895.0,B
15642141,2018-04,British Columbia,2016A000259,Health occupations [3],Full-time,Job vacancies,1815.0,C
15642144,2018-04,British Columbia,2016A000259,Health occupations [3],Part-time,Job vacancies,2665.0,B
15648006,2018-04,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,2985.0,B
15648009,2018-04,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,2405.0,B
15654343,2018-04,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1290.0,D
15654346,2018-04,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,795.0,C
15659514,2018-04,British Columbia,2016A000259,Sales and service occupations [6],Full-time,Job vacancies,23675.0,B
15659517,2018-04,British Columbia,2016A000259,Sales and service occupations [6],Part-time,Job vacancies,16640.0,B
15669162,2018-04,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,21100.0,B
15681739,2018-04,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,4475.0,C
15686299,2018-04,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,3735.0,C
15686302,2018-04,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,220.0,D
15696953,2018-04,Yukon,2016A000260,Management occupations [0],Full-time,Job vacancies,40.0,D
15705172,2018-04,Yukon,2016A000260,"Business, finance and administration occupations [1]",Part-time,Job vacancies,15.0,D
15728171,2018-04,Yukon,2016A000260,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,55.0,D
15728174,2018-04,Yukon,2016A000260,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,25.0,D
15739259,2018-04,Yukon,2016A000260,Sales and service occupations [6],Full-time,Job vacancies,285.0,D
15739262,2018-04,Yukon,2016A000260,Sales and service occupations [6],Part-time,Job vacancies,105.0,D
15748669,2018-04,Yukon,2016A000260,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,140.0,C
15783514,2018-04,Northwest Territories,2016A000261,"Business, finance and administration occupations [1]",Full-time,Job vacancies,55.0,D
15853608,2018-04,Nunavut,2016A000262,Management occupations [0],Full-time,Job vacancies,35.0,D
15861775,2018-04,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Full-time,Job vacancies,40.0,D
15861778,2018-04,Nunavut,2016A000262,"Business, finance and administration occupations [1]",Part-time,Job vacancies,25.0,D
15895550,2018-04,Nunavut,2016A000262,Sales and service occupations [6],Full-time,Job vacancies,85.0,D
16012986,2018-07,Newfoundland and Labrador,2016A000210,Management occupations [0],Full-time,Job vacancies,200.0,D
16021272,2018-07,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Full-time,Job vacancies,290.0,C
16021275,2018-07,Newfoundland and Labrador,2016A000210,"Business, finance and administration occupations [1]",Part-time,Job vacancies,65.0,D
16029704,2018-07,Newfoundland and Labrador,2016A000210,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,215.0,C
16038913,2018-07,Newfoundland and Labrador,2016A000210,Health occupations [3],Full-time,Job vacancies,160.0,D
16038916,2018-07,Newfoundland and Labrador,2016A000210,Health occupations [3],Part-time,Job vacancies,415.0,C
16055929,2018-07,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Full-time,Job vacancies,800.0,C
16055932,2018-07,Newfoundland and Labrador,2016A000210,Sales and service occupations [6],Part-time,Job vacancies,805.0,C
16065437,2018-07,Newfoundland and Labrador,2016A000210,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,375.0,D
16100485,2018-07,Prince Edward Island,2016A000211,"Business, finance and administration occupations [1]",Full-time,Job vacancies,105.0,D
16108763,2018-07,Prince Edward Island,2016A000211,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,140.0,D
16123515,2018-07,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,70.0,D
16123518,2018-07,Prince Edward Island,2016A000211,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,75.0,C
16134603,2018-07,Prince Edward Island,2016A000211,Sales and service occupations [6],Full-time,Job vacancies,580.0,D
16144055,2018-07,Prince Edward Island,2016A000211,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,395.0,D
16170915,2018-07,Nova Scotia,2016A000212,Management occupations [0],Full-time,Job vacancies,440.0,C
16179299,2018-07,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Full-time,Job vacancies,845.0,B
16179302,2018-07,Nova Scotia,2016A000212,"Business, finance and administration occupations [1]",Part-time,Job vacancies,230.0,D
16187808,2018-07,Nova Scotia,2016A000212,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,585.0,C
16197080,2018-07,Nova Scotia,2016A000212,Health occupations [3],Full-time,Job vacancies,700.0,C
16197083,2018-07,Nova Scotia,2016A000212,Health occupations [3],Part-time,Job vacancies,795.0,B
16202875,2018-07,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,580.0,C
16202878,2018-07,Nova Scotia,2016A000212,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,360.0,D
16214222,2018-07,Nova Scotia,2016A000212,Sales and service occupations [6],Full-time,Job vacancies,2835.0,B
16214225,2018-07,Nova Scotia,2016A000212,Sales and service occupations [6],Part-time,Job vacancies,1485.0,B
16223814,2018-07,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1465.0,C
16223817,2018-07,Nova Scotia,2016A000212,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,205.0,D
16240622,2018-07,Nova Scotia,2016A000212,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,555.0,C
16251052,2018-07,New Brunswick,2016A000213,Management occupations [0],Full-time,Job vacancies,345.0,C
16251055,2018-07,New Brunswick,2016A000213,Management occupations [0],Part-time,Job vacancies,5.0,D
16259457,2018-07,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Full-time,Job vacancies,610.0,B
16259460,2018-07,New Brunswick,2016A000213,"Business, finance and administration occupations [1]",Part-time,Job vacancies,115.0,D
16267945,2018-07,New Brunswick,2016A000213,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,430.0,C
16277175,2018-07,New Brunswick,2016A000213,Health occupations [3],Full-time,Job vacancies,360.0,C
16277178,2018-07,New Brunswick,2016A000213,Health occupations [3],Part-time,Job vacancies,295.0,D
16282970,2018-07,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,380.0,D
16282973,2018-07,New Brunswick,2016A000213,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,185.0,D
16289223,2018-07,New Brunswick,2016A000213,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,60.0,D
16294268,2018-07,New Brunswick,2016A000213,Sales and service occupations [6],Full-time,Job vacancies,2235.0,B
16294271,2018-07,New Brunswick,2016A000213,Sales and service occupations [6],Part-time,Job vacancies,1535.0,B
16303846,2018-07,New Brunswick,2016A000213,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,1015.0,C
