,REF_DATE,GEO,DGUID,National Occupational Classification,Job vacancy characteristics,Statistics,VALUE,STATUS
16316157,2018-07,New Brunswick,2016A000213,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,270.0,D
16320598,2018-07,New Brunswick,2016A000213,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1285.0,B
16331021,2018-07,Quebec,2016A000224,Management occupations [0],Full-time,Job vacancies,4730.0,B
16331024,2018-07,Quebec,2016A000224,Management occupations [0],Part-time,Job vacancies,180.0,D
16339496,2018-07,Quebec,2016A000224,"Business, finance and administration occupations [1]",Full-time,Job vacancies,10960.0,A
16339499,2018-07,Quebec,2016A000224,"Business, finance and administration occupations [1]",Part-time,Job vacancies,2300.0,C
16348089,2018-07,Quebec,2016A000224,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,11195.0,A
16357501,2018-07,Quebec,2016A000224,Health occupations [3],Full-time,Job vacancies,3465.0,B
16357504,2018-07,Quebec,2016A000224,Health occupations [3],Part-time,Job vacancies,4930.0,A
16363373,2018-07,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,4115.0,B
16363376,2018-07,Quebec,2016A000224,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,2275.0,B
16369689,2018-07,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,2010.0,C
16369692,2018-07,Quebec,2016A000224,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,440.0,D
16374860,2018-07,Quebec,2016A000224,Sales and service occupations [6],Full-time,Job vacancies,22320.0,A
16374863,2018-07,Quebec,2016A000224,Sales and service occupations [6],Part-time,Job vacancies,14990.0,A
16384508,2018-07,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,19200.0,A
16384511,2018-07,Quebec,2016A000224,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1510.0,C
16397057,2018-07,Quebec,2016A000224,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,2475.0,B
16401596,2018-07,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,9820.0,A
16401599,2018-07,Quebec,2016A000224,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,320.0,D
16412306,2018-07,Ontario,2016A000235,Management occupations [0],Full-time,Job vacancies,12230.0,A
16412309,2018-07,Ontario,2016A000235,Management occupations [0],Part-time,Job vacancies,540.0,D
16420774,2018-07,Ontario,2016A000235,"Business, finance and administration occupations [1]",Full-time,Job vacancies,20585.0,A
16420777,2018-07,Ontario,2016A000235,"Business, finance and administration occupations [1]",Part-time,Job vacancies,3760.0,B
16429388,2018-07,Ontario,2016A000235,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,15785.0,A
16438814,2018-07,Ontario,2016A000235,Health occupations [3],Full-time,Job vacancies,5330.0,B
16438817,2018-07,Ontario,2016A000235,Health occupations [3],Part-time,Job vacancies,8190.0,A
16444707,2018-07,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,7580.0,B
16444710,2018-07,Ontario,2016A000235,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,6305.0,B
16451058,2018-07,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1845.0,C
16451061,2018-07,Ontario,2016A000235,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,2135.0,D
16456222,2018-07,Ontario,2016A000235,Sales and service occupations [6],Full-time,Job vacancies,34780.0,A
16456225,2018-07,Ontario,2016A000235,Sales and service occupations [6],Part-time,Job vacancies,34980.0,A
16465877,2018-07,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,29280.0,A
16465880,2018-07,Ontario,2016A000235,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,3585.0,C
16478461,2018-07,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,6790.0,B
16478464,2018-07,Ontario,2016A000235,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,470.0,D
16483028,2018-07,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,11395.0,A
16483031,2018-07,Ontario,2016A000235,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,595.0,D
16493745,2018-07,Manitoba,2016A000246,Management occupations [0],Full-time,Job vacancies,630.0,C
16493748,2018-07,Manitoba,2016A000246,Management occupations [0],Part-time,Job vacancies,40.0,D
16502150,2018-07,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Full-time,Job vacancies,1255.0,B
16502153,2018-07,Manitoba,2016A000246,"Business, finance and administration occupations [1]",Part-time,Job vacancies,275.0,D
16510708,2018-07,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,610.0,C
16510711,2018-07,Manitoba,2016A000246,Natural and applied sciences and related occupations [2],Part-time,Job vacancies,10.0,D
16520022,2018-07,Manitoba,2016A000246,Health occupations [3],Full-time,Job vacancies,745.0,B
16520025,2018-07,Manitoba,2016A000246,Health occupations [3],Part-time,Job vacancies,1685.0,B
16525859,2018-07,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,590.0,C
16525862,2018-07,Manitoba,2016A000246,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,785.0,D
16532168,2018-07,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,75.0,D
16532171,2018-07,Manitoba,2016A000246,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,165.0,C
16537234,2018-07,Manitoba,2016A000246,Sales and service occupations [6],Full-time,Job vacancies,2305.0,B
16537237,2018-07,Manitoba,2016A000246,Sales and service occupations [6],Part-time,Job vacancies,2025.0,B
16546833,2018-07,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,2900.0,B
16546836,2018-07,Manitoba,2016A000246,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,255.0,D
16563683,2018-07,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,560.0,B
16563686,2018-07,Manitoba,2016A000246,Occupations in manufacturing and utilities [9],Part-time,Job vacancies,60.0,D
16574253,2018-07,Saskatchewan,2016A000247,Management occupations [0],Full-time,Job vacancies,565.0,C
16582637,2018-07,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Full-time,Job vacancies,780.0,B
16582640,2018-07,Saskatchewan,2016A000247,"Business, finance and administration occupations [1]",Part-time,Job vacancies,195.0,D
16591167,2018-07,Saskatchewan,2016A000247,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,390.0,C
16600446,2018-07,Saskatchewan,2016A000247,Health occupations [3],Full-time,Job vacancies,275.0,C
16600449,2018-07,Saskatchewan,2016A000247,Health occupations [3],Part-time,Job vacancies,335.0,C
16606262,2018-07,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,385.0,B
16606265,2018-07,Saskatchewan,2016A000247,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,415.0,D
16617637,2018-07,Saskatchewan,2016A000247,Sales and service occupations [6],Full-time,Job vacancies,1965.0,B
16617640,2018-07,Saskatchewan,2016A000247,Sales and service occupations [6],Part-time,Job vacancies,1915.0,B
16627208,2018-07,Saskatchewan,2016A000247,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,2100.0,C
16639610,2018-07,Saskatchewan,2016A000247,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,540.0,D
16639613,2018-07,Saskatchewan,2016A000247,"Natural resources, agriculture and related production occupations [8]",Part-time,Job vacancies,60.0,D
16644107,2018-07,Saskatchewan,2016A000247,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,255.0,C
16654481,2018-07,Alberta,2016A000248,Management occupations [0],Full-time,Job vacancies,2660.0,B
16662956,2018-07,Alberta,2016A000248,"Business, finance and administration occupations [1]",Full-time,Job vacancies,4235.0,B
16662959,2018-07,Alberta,2016A000248,"Business, finance and administration occupations [1]",Part-time,Job vacancies,765.0,D
16671535,2018-07,Alberta,2016A000248,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,3215.0,B
16680919,2018-07,Alberta,2016A000248,Health occupations [3],Full-time,Job vacancies,1200.0,C
16680922,2018-07,Alberta,2016A000248,Health occupations [3],Part-time,Job vacancies,1165.0,C
16686756,2018-07,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,2780.0,C
16686759,2018-07,Alberta,2016A000248,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,1785.0,C
16693100,2018-07,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,255.0,D
16693103,2018-07,Alberta,2016A000248,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,785.0,B
16698250,2018-07,Alberta,2016A000248,Sales and service occupations [6],Full-time,Job vacancies,12125.0,A
16698253,2018-07,Alberta,2016A000248,Sales and service occupations [6],Part-time,Job vacancies,7655.0,B
16707891,2018-07,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,14005.0,A
16707894,2018-07,Alberta,2016A000248,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1205.0,D
16720454,2018-07,Alberta,2016A000248,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,2830.0,C
16725000,2018-07,Alberta,2016A000248,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,1415.0,B
16735521,2018-07,British Columbia,2016A000259,Management occupations [0],Full-time,Job vacancies,4825.0,B
16743975,2018-07,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Full-time,Job vacancies,8495.0,B
16743978,2018-07,British Columbia,2016A000259,"Business, finance and administration occupations [1]",Part-time,Job vacancies,1915.0,B
16752575,2018-07,British Columbia,2016A000259,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,5725.0,B
16761980,2018-07,British Columbia,2016A000259,Health occupations [3],Full-time,Job vacancies,2110.0,C
16761983,2018-07,British Columbia,2016A000259,Health occupations [3],Part-time,Job vacancies,3120.0,B
16767866,2018-07,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Full-time,Job vacancies,3255.0,C
16767869,2018-07,British Columbia,2016A000259,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,2790.0,B
16774210,2018-07,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Full-time,Job vacancies,1085.0,C
16774213,2018-07,British Columbia,2016A000259,"Occupations in art, culture, recreation and sport [5]",Part-time,Job vacancies,810.0,D
16779381,2018-07,British Columbia,2016A000259,Sales and service occupations [6],Full-time,Job vacancies,21635.0,A
16779384,2018-07,British Columbia,2016A000259,Sales and service occupations [6],Part-time,Job vacancies,17485.0,B
16789029,2018-07,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,25630.0,B
16789032,2018-07,British Columbia,2016A000259,"Trades, transport and equipment operators and related occupations [7]",Part-time,Job vacancies,1890.0,C
16801592,2018-07,British Columbia,2016A000259,"Natural resources, agriculture and related production occupations [8]",Full-time,Job vacancies,4955.0,C
16806166,2018-07,British Columbia,2016A000259,Occupations in manufacturing and utilities [9],Full-time,Job vacancies,2955.0,B
16816841,2018-07,Yukon,2016A000260,Management occupations [0],Full-time,Job vacancies,45.0,D
16842404,2018-07,Yukon,2016A000260,Health occupations [3],Full-time,Job vacancies,15.0,D
16848048,2018-07,Yukon,2016A000260,"Occupations in education, law and social, community and government services [4]",Part-time,Job vacancies,20.0,B
16859098,2018-07,Yukon,2016A000260,Sales and service occupations [6],Full-time,Job vacancies,295.0,D
16868459,2018-07,Yukon,2016A000260,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,125.0,D
16903374,2018-07,Northwest Territories,2016A000261,"Business, finance and administration occupations [1]",Full-time,Job vacancies,105.0,D
16911694,2018-07,Northwest Territories,2016A000261,Natural and applied sciences and related occupations [2],Full-time,Job vacancies,45.0,D
16946888,2018-07,Northwest Territories,2016A000261,"Trades, transport and equipment operators and related occupations [7]",Full-time,Job vacancies,60.0,D
